id,url,gender,description,price_per_ml
p471004,https://www.sephora.co.uk/p/gucci-guilty-for-her-eau-de-toilette,women,"Freedom and unconventional love breathe inspiration into Gucci Guilty Eau de Toilette for women. A tribute to women who are truly liberated, this fragrance writes a new chapter in Gucci perfumery with an unexpectedly rebellious accord. A scent with fresh, playful, and carefree femininity. #ForeverGuilty. . The signature amber floral accord has a fresh and enveloping signature scent. Luminous top notes of citrusy mandarin blend with spicy pink peppercorn for a bright and vibrant freshness. Heart notes of light, feminine lilac combine with the fruity blend of peach and raspberry and notes of Egyptian geranium rosat bourbon to create a delicate, harmonious contrast. Finally, base notes of patchouli enhanced with amber reveal the smooth warmth of this enveloping trail, echoing the same base notes of the Eau de Parfum to give the fragrance the profound sensuality of #ForeverGuilty.. . The Gucci Guilty Eau de Toilette bottle design redefines the rules of femininity. Reminiscent of the men’s bottle, it is adorned in a shade of metallic rose gold with a matching cap. The thick, transparent glass showcases the pale pink colour of the Eau de Toilette inside. The tone-on-tone bottle contrasts with its black packaging, accented with a rose gold GG logo.. .     Directions. Intensify the lingering scent by spraying Gucci Guilty Eau de Toilette for women on your pulse points: the neck, chest and wrists.. Ingredients. Alcohol Denat., Parfum/Fragrance, Aqua/Water/Eau, Alpha-Isomethyl Ionone, Benzyl Salicylate, BHT, Cinnamyl Alcohol, Citral, Citronellol, Coumarin, Diethylamino Hydroxybenzoyl Hexyl Benzoate, Ethylhexyl Methoxycinnamate, Geraniol, Hexyl Cinnamal, Hydroxycitronellal, Isoeugenol, Limonene, Linalool, Red 4 (CI 14700), Yellow 5 (CI 19140), Ext. Violet 2 (CI 60730).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Gucci",1.74
p3897098,https://www.sephora.co.uk/p/maison-margiela-coffee-break-eau-de-toilette,women,"Coffee Break evokes the memory of a break from a bustling city at a warm coffee shop at a freezing winter day.  A comforting and cozy break over a creamy coffee, savoring hot pastries. The sensation of milk froth on your lips, the soft sound of the coffee machine are encapsulated in this new REPLICA fragrance. . Coffee Break is composed of addictive notes of coffee soflty blended with the tenderness of aromatic lavender. A unique milky and hot addiction to recall a moment of pure cozyness.. . . . . . .     .             Ingredients. ALCOHOL, PARFUM/ FRAGANCES, AQUA/ WATER, BENZYL SALICYLATE, BENZYL ALCOHOL, HEXYL CINNAMAL, LINALOOL, COUMARIN, BUTYL METHOXYDIBENZOYLMETHANE, LIMONENE, ALPHA-ISOMETHYL IONONE, ETHYLHEXYL SALICYLATE, CITRONELLOL, CINNAMYL ALCOHOL, CITRAL, CINNAMAL, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATO, GERANIOL, BENZYL BENZOATE, FARNESOLThis list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Maison Margiela",1.21
p1626004,https://www.sephora.co.uk/p/hermes-l-ambre-des-merveilles-eau-de-parfum,women,"A blend of mystery and marvels, warm and sensual, swathed in amber and vanilla. . ""The perfume of enchantment. An amber wood for women, surprising and magical."" Jean-Claude Ellena. . From surprise to magic and from magic to enchantment, Eau des Merveilles leads us by the nose on a dream cloud. A multi-faceted novel built on a woody amber accord that resonates right through to the top notes, it was created in 2004 by Ralph Schwieger and Nathalie Feisthauer and successfully rises to the challenge of being a sparkling fragrance for women with not a flower in sight."". . . . . . .     .             Ingredients. Alcohol • Parfum (Fragrance) • Aqua (Water) • Limonene • Benzyl Salicylate • Diethylhexyl Syringylidenemalonate • Linalool • Hydroxycitronellal • Alpha-Isomethyl Ionone • Bht • Caprylic/Capric Triglyceride • Citral • Benzyl Benzoate • Geraniol • Citric Acid • Farnesol • Citronellol • Eugenol • Disodium Edta • Ci 15510 (Orange 4) • Ci 19140 (Yellow 5). . % Alcool : 79%This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop HERMÈS",2.0
p1000205412,https://www.sephora.co.uk/p/floral-street-arizona-bloom-eau-de-parfum-P1000205412,women,"Highlights.                         . . . . . . .     .                         . . . A dry floral amber, this vegan perfume is freedom and happiness in a bottle... think endless skies and eternal sunshine.. . A sprinkling of Balinese coconut meets salted musks with a shot of Madagascan black pepper - this is a slow scent delivering you right back to nature.. . A fragrance for the sunny, nomadic, euphoric, and free-spirited.. . . . . . .     .             Ingredients. Alcohol Denat.,Parfum (Fragrance), Aqua (Water), Benzyl Salicylate, LimoneneThis list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         TOP: BLACK PEPPER, COCONUT EXTRACTHEART: JASMINE PETALS, FIG LEAVESBASE: CASHMERE WOODS, OAKMOSS, SALTED MUSKS.     . . . . . . . Shop FLORAL STREET",2.47
p1000207152,https://www.sephora.co.uk/p/acqua-di-parma-buongiorno-eau-de-parfum,women,"A fragrance with a fresh and sparkling character, Buongiorno captures the thrills of new beginnings inspired by the arrival of spring in the Tuscan hills. Evoking the uplifting freshness and vitality of the season through the essence of the co-distillation of basil and petitgrain, the scent is an ode to being Italian where beauty is found even in the smallest things.. .     Directions. How do I apply it?. To accentuate the trail, apply it to the pulse points - the hollows of the wrists, behind the ears, décolleté, nape of the neck, back of the knees - to exhale the fragrance through warm areas.. Ingredients. ALCOHOL DENAT., PARFUM (FRAGRANCE), AQUA (WATER), LIMONENE, GERANIOL, LINALOOL, CITRAL, CITRONELLOL, COUMARINThis list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         'Top notes: Lemon Essence, Spearmint Essence​, Rosemary Essence​, Codistillation Basil & Petitgrain essences​Heart notes: Lavandin Essence​, ​​Mandarin Leaves Accord​Base notes: Cedarwood Leaves Essence​, Amber Accord​, White Musks Accord. . . . . . . Shop Acqua di Parma",2.17
p1000206476,https://www.sephora.co.uk/p/dolce-gabbana-q-by-dolce-gabbana-parfum,women,"\Q by Dolce&Gabbana Parfum is a Woody Ambery fragrance that radiates power and elegance. The Cherry, a common thread of all Q by Dolce&Gabbana fragrances, now evolves into an attractive and juicy Candied Cherry, blended with warm and rich facets of Jasmine and enhanced by sensual and luxirous notes of Vanilla.THE DESIGNThe intensity of the new fragrance is expressed through the precious glass bottle characterized by a strong shade that recalls the cherry color. In continuity with Q Eau de Parfum, the cap depicts a royal crown in gold and red. Made in Italy: the fragrances are manufactured with care and love in Italy. \. .     Directions. Spray about 20cm from your skin, concentrating on the hot spots on your body (inside of wrists, under earlobes) to enhance your trail.. . Composition.         \Candied Cherry: juicy and addictiveJasmine: warm and richVanila: luxurious and intoxicating\.     . Ingredients. ALCOHOL DENAT., PARFUM (FRAGRANCE), AQUA (WATER), BENZYL SALICYLATE, COUMARIN, LIMONENE, HYDROXYCITRONELLAL, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE, LINALOOL, BENZYL BENZOATE, GERANIOL, BENZYL CINNAMATE, ALCOHOL, CITRAL, CITRONELLOL, HEXYL CINNAMAL, BENZYL ALCOHOL,TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, ISOEUGENOL, EUGENOL, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CINNAMAL, CITRIC ACIDLa lista degli ingredienti viene regolarmente aggiornata. Ti invitiamo a leggere sempre l'elenco degli ingredienti sulla confezione per assicurarti che siano adatti al tuo utilizzo personale.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         Q by Dolce&Gabbana Parfum a fragrance for a woman with distinctive energy.The fragrance was created by Daphne Bugey exclusively for Dolce&Gabbana. TOPThe fragrance opens with a juicy and addictive note of Candied Cherry.HEARTAt the heart of Q by Dolce&Gabbana Parfum lies the warm and rich facets of Jasmine Sambac.BASEThe fragrance is enhanced by the luxurious and intoxicating touch of Vanila Bourbon..     . . . . . . . Shop Dolce and Gabbana",2.63
p3377006,https://www.sephora.co.uk/p/marc-jacobs-daisy-love,women,"Fragrance Family:.  Floral. . Scent Type:.  Warm Floral. . Key Notes:.  Cyrstallized Cloudberries,  Daisy Tree Petals, Cashmere Musks, Driftwood. . About:. Addictive and irresistible, Daisy Love fills the air with a contagious love of life. Created by master perfumer Alberto Morillas, this gourmand radiant fragrance reveals its first notes in a vibrant burst of sweet cloudberries. Delicate daisy tree petals mingle with sparkling cashmere musks and driftwood to create a lasting and memorable gourmand twist.. . An ode to the Marc Jacobs iconic daisy, Daisy Love blooms with an oversized daisy that reflects over the warm glow of the juice.. .     Directions. not available. Ingredients. Alcohol Denat., Fragrance, Water, Ethylhexyl Methoxycinnamate, Benzyl Salicylate, Benzophenone-3, Ethylhexyl Salicylate, Butyl Methoxydibenzoylmethane,  Hydroxycitronellal, Linalool, Hexyl Cinnamal, Limonene, Bht, Citronellol, Farnesol, Cinnamyl Alcohol, Propylene Glycol, Coumarin, Citral, Geraniol, Benzyl Benzoate, Acrylates/Octylacrylamide Copolymer, Hydrolyzed Jojoba Esters, Fd&C Red No. 4 (Ci 14700), Fd&C Yellow No. 5 (Ci 19140), Ext. D&C Violet No. 2 (Ci 60730).""""This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Marc Jacobs",1.72
p2200009,https://www.sephora.co.uk/p/chloe-chloe-eau-de-parfum-roll-on,women,"For more than 60 years, Chloé has uplifted women with freedom, lightness and femininity. This vision of romantic, effortless chic inspired a perfume which captures the spirit of the Chloé woman, her unique, confident personality, her free spirit and her innate elegance. This is the story behind Chloé Eau de Parfum for women, the House's signature perfume fragrance. Fresh, feminine and sophisticated, it embodies the many facets of the Chloé woman and spirit.. . This perfume for women draws on French perfumery's classic feminine scent: Rose Damascena, the ultimate in femininity and the fragrance's heart note. A reinvented rose in a unique and timeless fragrance: vibrant, intimate and sensual. Hand-picked at sunrise, this unique rose has multiple facets, each highlighted by the ingredients around it. With floral, powdery accents, peony, lychee and freesia form the light and voluptuous top notes. In the base notes, the cedar's woody, ambery trail enhances its honeyed accents. The bounty of the kaleidoscopic Chloé rose makes this timelessly charming Eau de Parfum for women unique.. . With its clean lines and refined details, the emblematic bottle enclosing Chloé perfumes for women reflect the Maison's style. Crafted from textured glass and adorned with a hand-tied beige grosgrain ribbon, it is inspired by the famous, iconic “sun pleat” motif, which symbolises the Maison's unique savoir-faire.. .     Directions. Your beauty routine, your signature:. 1. Pamper and freshen with the Chloé body shower gel.. 2. Enrich your skin with the creamy texture of the Chloé body lotion.. 3. Spray Chloé Eau de Parfum for women on your pulse points for a fresh and delicate rose scent all day long.. Ingredients. ALCOHOL DENAT., PARFUM/FRAGRANCE, AQUA/WATER/EAU, ETHYLHEXYL,METHOXYCINNAMATE, HYDROXYCITRONELLAL, BUTYL METHOXYDIBENZOYLMETHANE, OCTOCRYLENE, BHT, LIMONENE, HEXYL CINNAMAL, BENZYL SALICYLATE, CITRONELLOL, LINALOOL, GERANIOL, ALPHA-ISOMETHYL IONONE, FD&C YELLOW NO. 5 (CI 19140), FD&C RED NO.4 (CI 14700).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Chloé",2.55
p10061684,https://www.sephora.co.uk/p/guerlain-rose-amira-hair-mist,women,"The Allegoria fragrance collection celebrates the wonders of the world. Each creation pays tribute to nature's beauty and sweeps us up in a discovery of exceptional raw ingredients and notes, beautifully enhanced by our perfumer-explorers.. . Discover Rose Amira Hair Mist, which perfumes hair, leaving an enchanting lingering scent true to Rose Amira Eau de Parfum. At the heart of a Persian garden, rose reveals its most sensual fragrance. Shot through with the sacred swirls of frankincense and the warmth of patchouli, the majestic flower unfolds with a blend of strength and softness in a halo of musk.. . \\Rose Amira is my vision of rose, sumptuous and sensual within the secrecy of the night. A rose stood upright, turned towards the moon, within a poetic, nocturnal fragrance.\\ - Delphine Jelk, Guerlain Director of Perfume Creation & Perfumer. . Absolus Allegoria, the absolute fragrance collection, is an enchanting and mysterious journey to the heart of the world's wonders once night falls: fragrance trails celebrating deep and powerful nature, revealed by striking contrasts by moonlight.. . A powerful symbol of Guerlain's commitment to the planet, Absolus Allegoria hair mists contain more than 90% natural-origin*. The French beetroot alcohol used in their formulas comes from a network committed to responsible farming.. . Rose Amira Hair Mist adopts the Allegoria collection's iconic bottle. Its travel-friendly 40 ml size is entirely manufactured in France and made from 15% recycled glass. Its unscrewable spray and clear lacquering make it easier to recycle.. . *in accordance with ISO 16128, calculation includes water.. . . . . . .     .             Ingredients. #20748   INGREDIENTS: ALCOHOL • AQUA (WATER) • PARFUM (FRAGRANCE) • GLYCERIN • ETHYLHEXYLGLYCERIN • CITRONELLYL METHYLCROTONATE • CITRONELLOL • BUTYL METHOXYDIBENZOYLMETHANE • GERANIOL • COUMARIN • LIMONENE • LINALOOL • CITRAL • TOCOPHEROLThis list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop GUERLAIN",1.53
p1000203524,https://www.sephora.co.uk/p/burberry-goddess-eau-de-parfum-intense,women,"Highlights.                         . . . . . . .     .                         . . . The Burberry Goddess Eau de Parfum Intense campaign continues to follow Emma Mackey and a pride of lionesses on their journey of self-discovery. With renewed strength and confidence, Emma embodies the spirit of Burberry Goddess.. . As the sun sets, she draws strength from its rays and releases the power within. This Burberry fragrance is a gourmand aromatic woody scent. The signature trio of vanillas from Goddess Eau de Parfum is amplified with a fourth vanilla wood (vanilla SFE), that has a smoky character. When combined with luminous lavender essence, it intensifies the fragrance with a vibrant woody scent.. . Inspired by the colours at sunset, Burberry Goddess Eau de Parfum Intense is housed in a square bottle filled with a light ambery fragrance and decorated with a golden medallion. Dark beige packaging with a gabardine-inspired gold label references the brand’s heritage. Burberry Goddess Eau de Parfum Intense is designed to be refilled. Refill sold separately.. . Fragrance Notes:. Top Notes: Lavender essence.. Heart Notes: A vanilla quartet (infusion, caviar, absolute and wood).. Base Notes: Patchouli.. .     Directions. Spray Burberry Goddess Eau de parfum intense perfume generously onto pulse points such as the neck, wrists and décolletage to increase the longevity of this refined Burberry scent. Gently press onto the skin to preserve the essence of the fragrance.. Ingredients. ALCOHOL DENAT., PARFUM/FRAGRANCE, AQUA/WATER/EAU, LINALOOL, BENZYL SALICYLATE, LIMONENE, HYDROXYCITRONELLAL, COUMARIN, ALPHA-ISOMETHYL IONONE, CITRONELLOL, BUTYL METHOXYDIBENZOYLMETHANE, GERANIOL, ALCOHOL, CITRAL, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, CINNAMAL, BENZYL CINNAMATE, BENZYL BENZOATE, EUGENOL, ANISE ALCOHOL, YELLOW 5 (CI 19140), RED 4 (CI 14700), EXT. VIOLET 2 (CI 60730)This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop BURBERRY",1.98
p3897099,https://www.sephora.co.uk/p/maison-margiela-springtime-in-the-park-eau-de-toilette,women,"Springtime in a Park capture l'atmosphère douce, légère et florale d'un agréable et romantique après-midi de printemps au parc. Les fleurs apparaissent de partout et la nature nous appelle.. C'est un parfum délicat composé de senteurs fraîches et fruitées, de notes de poire et d'un accord fleurissant de Muguet de Mai mélangé à du musc blanc enveloppant. Le parfum parfait pour recréer l'atmosphère florale des premiers jours du printemps.. .     Directions. - Spray Maison Margiela Springtime In The Park at least 15-20cm from the area of application.. - Apply the fragrance on your pulse points for a more seductive effect and stronger diffusion.. - Do not rub the skin after spraying, this will destroy the bond and alter the scent.. Ingredients. 560033 06 - INGREDIENTS:  ALCOHOL • PARFUM / FRAGRANCE • AQUA / WATER • BENZYL SALICYLATE • BENZYL ALCOHOL • ETHYLHEXYL SALICYLATE • BUTYL METHOXYDIBENZOYLMETHANE • AMYL CINNAMAL • LIMONENE • HEXYL CINNAMAL • LINALOOL • CITRONELLOL • GERANIOL • COUMARIN • METHYL ANTHRANILATE • ISOEUGENOL • CITRAL • HYDROXYCITRONELLAL • FARNESOL • AMYL CINNAMYL ALCOHOL • BENZYL BENZOATE • TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE • CINNAMYL ALCOHOL • ANISE ALCOHOL • CI 15510 / ORANGE 4 • CI 19140 / YELLOW 5 • CI 14700 / RED 4 (F.I.L. B251379/1).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Maison Margiela",1.2
p3705024,https://www.sephora.co.uk/p/maison-margiela-replica-under-the-lemon-trees-eau-de-toilette,women,"Remember a sunny escape in a field of brightening lemon trees. Under the Lemon Trees evokes a relaxing breath in the shade of their refreshing green leaves.  . . The fragrance is a sharp scent composed as an imaginary lemon tree made of fresh and invigorating notes of citrus mixted with green notes of coriander, Mate absolute and tea leaves.  A woody trail with hints of cedar and white musks complete the evocation of this Mediterranean symbol.. . Here is a parenthesis with a scent of dolce vita.. . This sparkling citrus Eau de toilette is part of the REPLICA collection.. . Use one of Replica Filters to twist your favorite scent.. .     Directions. Fragrance tipsTip 1: As damp skin locks in the scent, apply the fragrance straight after showering or bathing and before getting dressed.Tip 2: Apply the fragrance on your pulse points for a more seductive effect and stronger diffusion. Spray the fragrance from at least 15-20 centimeters from the area of application.Tip 3: For a more diffused effect, spray the fragrance in the air and walk through it.Wait until the fragrance has dried down on your skin before smelling it. Rubbing the skin after spraying the perfume will destroy the bond and alter the scent.. Ingredients. 947676 15 - INGREDIENTS:  ALCOHOL • PARFUM / FRAGRANCE • AQUA / WATER • LIMONENE • LINALOOL • BENZYL SALICYLATE • BENZYL ALCOHOL • DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE • CITRAL • COUMARIN • GERANIOL • EUGENOL • BENZYL BENZOATE • CI 19140 / YELLOW 5 (F.I.L. B224027/1).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes. Note de tête : Lime AccordNote de fond : Cedarwood essenceNote de coeur : Coriander Essence. . . . . . . . Shop Maison Margiela",1.25
p22401,https://www.sephora.co.uk/p/mugler-alien-eau-de-parfum,women,"Highlights.                         . . . . . . .     .                         . . . Alien Eau de Parfum for women: the original Alien fragrance, solar and mysterious.. An amber, woody, and floral fragrance that turns your everyday life into an extraordinary experience with Amber and Cashmeran wood notes illuminated by sun-loving Sambac Jasmine.The everlasting jewel-like bottle which holds the secret to Alien can be refilled with the Refill Bottles or at your perfume store's MUGLER Fountain. . . Scent family: . Floral Woody Amber Alien is a talisman that unlocks every woman's true light and creative force using 3 . . revelations:. - Solar revelation: Sambac Jasmine- Mysterious . . revelation: . Cashmeran wood- Enveloping revelation: White amber. .     Directions. not available. Ingredients. 2042051 12 - INGREDIENTS:  ALCOHOL • PARFUM / FRAGRANCE • AQUA / WATER / EAU • BENZYL SALICYLATE • BENZYL ALCOHOL • ETHYLHEXYL SALICYLATE • BUTYL METHOXYDIBENZOYLMETHANE • COUMARIN • GERANIOL • METHYL ANTHRANILATE • ALPHA-ISOMETHYL IONONE • CITRONELLOL • CITRAL • BENZYL BENZOATE • CI 60730 / EXT. VIOLET 2 • CI 17200 / RED 33 (F.I.L. N282856/1).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop MUGLER",2.22
p2831002,https://www.sephora.co.uk/p/miu-miu-l-eau-bleue-eau-de-parfum,women,"A floral green feminine fragrance by Miu Miu, L'Eau Bleue is a sweet whisper on a cloudy day, blowing away the grey, to reveal the sky's azure radiance. Fresh and limpid. Spring's light and delicate grace awakens. Dotted with dew drops, the tiny white bells of lily of the valley bloom, edged in velvety leaves. As exhilarating as walking barefoot on fresh grass in the sun of May.. . Top Note: Lily of the valley accord. . Heart Note: Violet leaf accord. . Base Note: White musk. . The irresistibly nostalgic charm of a strikingly true-to-nature lily of the valley accord. The fresh, watery powdery facets of a violet leaf accord. A soft cloud of clean white musk lifting the crystalline scent of the tiny white bells… Miu Miu's L'Eau Bleue Eau de Parfum encapsulates the blissful mood of a bright spring day.. .     Directions. Exude the carefree spirit of a Miu Miu girl with your new signature scent - spray L'Eau Bleue to the pulse points on your neck, collarbone, and wrist. To leave an even longer-lasting scent trail, apply to the crooks of your elbows and the back of the knees which will intensify the fragrance with the warmth of your body heat. Ingredients. 1266132 08 - INGREDIENTS: ALCOHOL • PARFUM / FRAGRANCE • AQUA / WATER / EAU • TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES • TRIMETHYLBENZENEPROPANOL • ACETYL CEDRENE • BENZYL SALICYLATE • HEXADECANOLACTONE • BENZYL ALCOHOL • HYDROXYCITRONELLAL • BUTYL METHOXYDIBENZOYLMETHANE • HEXYL CINNAMAL • CITRONELLOL • GERANIOL • CITRUS AURANTIUM BERGAMIA PEEL OIL • TERPINEOL • CARVONE • LINALYL ACETATE • LIMONENE • PINENE • BENZALDEHYDE • DIMETHYL PHENETHYL ACETATE • LINALOOL • ROSE FLOWER OIL/EXTRACT • ISOEUGENYL ACETATE • CITRUS AURANTIUM PEEL OIL • ISOEUGENOL • VANILLIN • CITRUS AURANTIUM FLOWER OIL • CINNAMYL ALCOHOL • CITRAL • EUGENOL • BETA-CARYOPHYLLENE • GERANYL ACETATE • TERPINOLENE • CI 60730 / EXT. VIOLET 2 (F.I.L. N70062309/1).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         Top Note: Lily of the valley accord Heart Note: Violet leaf accord Base Note: White musk.     . . . . . . . Shop MIU MIU",2.4
p10017958,https://www.sephora.co.uk/p/givenchy-l-interdit-eau-de-parfum-rouge,women,"Embrace the thrill of the forbidden with L'Interdit Eau de Parfum Rouge, the women's fragrance by Givenchy.This sensual, incandescent perfume for women unveils a white floral bouquet tinted in red.Carnal Tuberose & opulent Jasmine are ignited with a fiery red accord of Pimento Leaf, Blood Orange and Ginger, signing the fragrance with a floral, spicy trail.A captivating Eau de Parfum turning addictive sensations into burning obsession.In tribute to Givenchy's iconic red colour, the feminine perfume bottle is adorned with translucent red lacquer, setting the interior ablaze.L'Interdit Eau de Parfum Rouge by Givenchy, a burning hot perfume daring you to cross the red line.. .     Directions. Once dressed, spray your perfume by drawing a large triangle from the top of your hair to the inside of your jacket.For a more intense trail, spray your perfume on pulse points such as the neck, back of the neck, behind the ears or even the wrists.. Ingredients. ALCOHOL, PARFUM (FRAGRANCE), AQUA (WATER), LINALOOL, LIMONENE, BUTYL METHOXYDIBENZOYLMETHANE, HYDROXYCITRONELLAL, GERANIOL, CITRONELLOL, BENZYL SALICYLATE, COUMARIN, ALPHA-ISOMETHYL IONONE, EUGENOL, CITRALThis list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         Top notes: Sicilian Blood Orange Essence, Spicy Red AccordHeart notes: Tunisian Orange Blossom Absolute, Indian Sambac Jasmine AbsoluteBase notes: Indonesian Patchouli Heart Essence, New Caledonian Sandalwood Essence. . . . . . . . Shop GIVENCHY",1.65
p2869007,https://www.sephora.co.uk/p/guerlain-aqua-allegoria-bergamote-calabria-eau-de-toilette,women,"What we say.                 Guerlain’s Aqua Allegoria fragrance range is famed for taking sole inspiration from nature and using minimal raw materials. For this all eyes are on the bergamot orange, which has been cleverly combined with pink peppercorn, cardamom, ginger and amber for a really fresh and unique spritz. Just as the gold bee bottle suggests, this is pure luxury bottled..             . . . Bergamote Calabria is part of Guerlain's Aqua Allegoria, the first collection of intensely fresh fragrances in perfumery created in 1999.Take a stroll through Calabrian bergamot orchards. Gather the sun-soaked fruits. Bergamote Calabria is a vibrant and sunny essence.Your fragrance comes in the legendary White Bee bottle.. .     Directions. not available. Ingredients. Alcohol, aqua (water), parfum (fragrance), limonene, linalool, ethylhexyl methoxycinnamate, citral, diethylamino hydroxybenzoyl hexyl benzoate, butyl methoxydibenzoylmethane, butylene glycol dicaprylate/dicaprate, bht, coumarin, citronellol, geraniol, tocopherol, ci 19140 (yellow 5), ci 14700 (red 4), ci 60730 (ext. Violet 2)""""This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop GUERLAIN",1.21
p3809040,https://www.sephora.co.uk/p/lancome-idole-eau-de-parfum-P3809040,women,"Highlights.                         . . . . . . . What it is:. . Here's to the ones who dream big.  A new generation of conquering women. Strong. Outspoken. Empowered. Here’s to the leaders of tomorrow, daringly reaching for the sky and opening new horizons. Here’s to the new idols, paving the way for others. Declare the time is now, be your own idôle.. . . . Fragrance Notes : . . Great perfumes can precipitate the Zeitgeist and define new eras. This is what Idôle came for. Idôle breaks the established codes of fragrance, bringing to life the essence of a new spirit.  Discover the addiction of the future: the clean addiction. . . . . List of Sustainably Sourced Perfume Ingredients:. 1. The Roses:. . With a powerful and addictive clean accord at its heart, Idole is a fragrance like a blank canvas. . . At the core of this fragrance stands the most noble and iconic perfume ingredient, the rose. . . Four types of roses, three types of extractions, two geographic origins… were necessary to create a radiant, ultra natural, youthful rose scented perfume. . . . . 2. The Jasmine Flower. . Jasmine flower is one of the most spotless and delicate flower in perfumery. Within Idôle, jasmine absolutes oil accompany the roses heart, revealing a creamy, clean, intense softness. Its floral heart shapes the halo of Idôle, its light glowing throughout the perfume with radiance and sensuality. . . . . 3. The White Chypre. . Through the abundance of fresh and radiant petals, a chypre sophistication emerges.. . Modernized with a combination of musks, the white chypre brings Idôle its exceptional lingering scent for a nude sensation. . . . . The clean and glowy addiction is on its way, enabling each woman to reveal her own halo, her own glow. . . Three enthisiastic and committed female perfumers from three different continents came together to create this unprecedented rose, jasmine and chypre fragrance. Together, they made Idôle a universal perfume.  Made by women, for women, Idôle respects communities thanks to sustainably sourced perfume ingredients. . . . . Fragrance Bottle. . Freed from the old world, Idôle is a fragrance that does not compromise with your dreams. A dynamic silhouette sharp as will, maintained by a golden blade, symbol of women’s will and determination. . . . . A pure and luminous Cristal screen, as wide as dream and imagination. A fragrance like a tribute to the incredible, inviting us to discover unseen dimensions. Made in the future, we believe Idôle is the thinnest fragrance bottle in the world.. .  A new frame of mind, a design fusing naturally with the hand, an openness waiting for your grasp.. Directions. Suggested Usage:-Fragrance is intensified by the warmth of your own body. Apply in the creases of your knees and elbows for a longer-lasting, stronger scent.†-After applying, avoid rubbing or dabbing skin. This breaks down the fragrance, causing it to wear off more quickly.†-If you prefer placing fragrance on your wrists, be sure to reapply after frequent hand-washing, as this tends to rinse off the scent.†-Replace fragrance after 12 months. Expired perfumes more than a year old lose the integrity of the original scent. Eau de Toilette or Eau de Parfum?: The difference lies in the volume of perfume oil. While EDT contains five to nine percent, EDP contains more, usually eight to 14 percent. EDPs, therefore, last longer and smell more intense.. Ingredients. 947735 70 :  ALCOHOL • PARFUM / FRAGRANCE • AQUA / WATER / EAU • METHYL ANTHRANILATE • TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE • ETHYLHEXYL SALICYLATE • BUTYL METHOXYDIBENZOYLMETHANE • CI 14700 / RED 4 • CI 60730 / EXT. VIOLET 2 • LINALOOL • GERANIOL • EUGENOL • ALPHA-ISOMETHYL IONONE • METHYL 2-OCTYNOATE • COUMARIN • FARNESOL • LIMONENE • HYDROXYCITRONELLAL • CITRAL • CITRONELLOL • HEXYL CINNAMAL • BENZYL ALCOHOL • BENZYL BENZOATE • BENZYL SALICYLATE (F.I.L. B267431/1).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Lancôme",2.6
